video_id,title,description,link,city,cleaned_title,cleaned_description
VsBiC83_kdA,Opening Wine at Eleven Madison Park (ORIGINAL video),Many have ripped off my video. This is the original with edits that I made. This is how all wine should be opened. Awesome ...,https://www.youtube.com/watch?v=VsBiC83_kdA,New York,Opening Wine at Eleven Madison Park ORIGINAL video,Many have ripped off my video This is the original with edits that I made This is how all wine should be opened Awesome
7xMd1JiTD_4,Eating at NYC Restaurants That YOU Recommended To Me,Get Surfshark VPN at https://surfshark.deals/MONEYSIGNERIC - Enter promo code MONEYSIGNERIC for 83% off and 3 extra ...,https://www.youtube.com/watch?v=7xMd1JiTD_4,New York,Eating at NYC Restaurants That YOU Recommended To Me,Get Surfshark VPN at Enter promo code MONEYSIGNERIC for 83 off and 3 extra
sz0jSs3nMcY,How Chef Hillary Sterling Runs Her 120-Seat NYC Restaurant Using Live-Fire – Smoke Point,NYC's Ci Siamo is an Italian restaurant that operates a live-fire grill. Chef Hillary Sterling and her team use that grill to make a ...,https://www.youtube.com/watch?v=sz0jSs3nMcY,New York,How Chef Hillary Sterling Runs Her 120Seat NYC Restaurant Using LiveFire Smoke Point,NYCs Ci Siamo is an Italian restaurant that operates a livefire grill Chef Hillary Sterling and her team use that grill to make a
yt3OSpFbP4I,Midtown Manhattan Food Guide: BEST Budget Bites in NYC!,"We're going on a Quick and Easy Food Crawl in Midtown Manhattan, NYC! Our first stop is at 10000 Coffee, an Australian brand ...",https://www.youtube.com/watch?v=yt3OSpFbP4I,New York,Midtown Manhattan Food Guide BEST Budget Bites in NYC,Were going on a Quick and Easy Food Crawl in Midtown Manhattan NYC Our first stop is at 10000 Coffee an Australian brand
WthWWdXlzFI,NYC Travel Mistakes: What NOT to Do in New York City,Avoid these Common NYC Tourist mistakes on your next trip to the Big Apple! SHOP our NEW NYC Guides For Your Next Trip: ...,https://www.youtube.com/watch?v=WthWWdXlzFI,New York,NYC Travel Mistakes What NOT to Do in New York City,Avoid these Common NYC Tourist mistakes on your next trip to the Big Apple SHOP our NEW NYC Guides For Your Next Trip
yHdQtsjY4Fs,People are calling this the BEST BURGER in New York City – 7th Street Burger!,,https://www.youtube.com/watch?v=yHdQtsjY4Fs,New York,People are calling this the BEST BURGER in New York City 7th Street Burger,
0yDADPrpynU,This is the Most POPULAR Street Food in NYC! #halalguys,"This is the Most POPULAR Street Food in NYC! Halal Guys 6th Avenue &, W 53rd St, New York, 10019 #halalguys ...",https://www.youtube.com/watch?v=0yDADPrpynU,New York,This is the Most POPULAR Street Food in NYC halalguys,This is the Most POPULAR Street Food in NYC Halal Guys 6th Avenue W 53rd St New York 10019 halalguys
F-tJcjdt9dQ,The Fine Dining Restaurant in a New York City Subway Station | On The Line | Bon Appétit,Nōksu is located underneath the 32nd Street subway station which is unconventional for a typical fine dining restaurant.,https://www.youtube.com/watch?v=F-tJcjdt9dQ,New York,The Fine Dining Restaurant in a New York City Subway Station On The Line Bon Apptit,Nksu is located underneath the 32nd Street subway station which is unconventional for a typical fine dining restaurant
jatHzLadipM,Most EXPENSIVE Dinner I ever had!,Shorts #Dinner #Restaurant * Subscribe! It's free.,https://www.youtube.com/watch?v=jatHzLadipM,New York,Most EXPENSIVE Dinner I ever had,Shorts Dinner Restaurant Subscribe Its free
x-3UxL8feBQ,Only In NYC ​⁠#youtubeshorts #funny #nyclife #dupreegod  #nyc #manhattan #brooklyn,,https://www.youtube.com/watch?v=x-3UxL8feBQ,New York,Only In NYC youtubeshorts funny nyclife dupreegod nyc manhattan brooklyn,
pQLb7Ci-ABE,Only eating from NYC food carts for a day! #shorts,,https://www.youtube.com/watch?v=pQLb7Ci-ABE,New York,Only eating from NYC food carts for a day shorts,
6tOgDqhWL3w,"4 days in NYC | the best food, shopping, art and viral bagels, haul &amp; giveaway | nyc guide 2023","the ultimate 4 days in nyc guide according to * me *. come walk around new york city, shop my favorite stores, eat at my favorite ...",https://www.youtube.com/watch?v=6tOgDqhWL3w,New York,4 days in NYC the best food shopping art and viral bagels haul amp giveaway nyc guide 2023,the ultimate 4 days in nyc guide according to me come walk around new york city shop my favorite stores eat at my favorite
zN5VfiDX_9Q,Anthony Bourdain on what you should eat in New York City,"When visiting New York City, you can just eat at the same chain restaurants that you have in your hometown, but there are some ...",https://www.youtube.com/watch?v=zN5VfiDX_9Q,New York,Anthony Bourdain on what you should eat in New York City,When visiting New York City you can just eat at the same chain restaurants that you have in your hometown but there are some
YLWjn0TFH3U,How a Master Chef Runs a 2 Michelin Star Nordic Restaurant in Brooklyn — Mise En Place,"On the first episode of Mise En Place, we follow chef Fredrik Berselius as he and his team prepare for dinner service at ...",https://www.youtube.com/watch?v=YLWjn0TFH3U,New York,How a Master Chef Runs a 2 Michelin Star Nordic Restaurant in Brooklyn Mise En Place,On the first episode of Mise En Place we follow chef Fredrik Berselius as he and his team prepare for dinner service at
U2fhlJH7Wg8,The 3 BEST CLASSIC NYC Diners You Must Visit (Before They&#39;re Gone...),New York City diners are a dying breed.. we'll visit 3 of NYC's Best to give you a taste of American Culture and some of the city's ...,https://www.youtube.com/watch?v=U2fhlJH7Wg8,New York,The 3 BEST CLASSIC NYC Diners You Must Visit Before They39re Gone,New York City diners are a dying breed well visit 3 of NYCs Best to give you a taste of American Culture and some of the citys
uZw5G1Ad6-o,The BEST Cheap Eats in NEW YORK CITY ($5 Times Square Food Guide),We'll take you to the Top 5 Affordable Places to eat in the Times Square + Midtown Manhattan area for 2021! Tell us in the ...,https://www.youtube.com/watch?v=uZw5G1Ad6-o,New York,The BEST Cheap Eats in NEW YORK CITY 5 Times Square Food Guide,Well take you to the Top 5 Affordable Places to eat in the Times Square Midtown Manhattan area for 2021 Tell us in the
Dt05o_1_-Ns,I Only Ate Celebrity Restaurants For 24 Hours... in NEW YORK,DID YOU KNOW ALL THESE CELEBRITIES HAVE RESTAURANTS IN NEW YORK CITY?? MY GAMING CHANNEL: ...,https://www.youtube.com/watch?v=Dt05o_1_-Ns,New York,I Only Ate Celebrity Restaurants For 24 Hours in NEW YORK,DID YOU KNOW ALL THESE CELEBRITIES HAVE RESTAURANTS IN NEW YORK CITY MY GAMING CHANNEL
3GVkxweFo2E,How New York’s Most Popular Fried Chicken Restaurant Was Created — Mise En Place,Can you turn fried chicken into a fine dining dish? That's what restaurateur Simon Kim and chef SK Kim are betting on as they ...,https://www.youtube.com/watch?v=3GVkxweFo2E,New York,How New Yorks Most Popular Fried Chicken Restaurant Was Created Mise En Place,Can you turn fried chicken into a fine dining dish Thats what restaurateur Simon Kim and chef SK Kim are betting on as they
KNe7hIOSCtc,Finding The Best Bagel in New York | Food Tours | Insider Food,"""Food Wars"" hosts Harry Kersh and Joe Avella travel across NYC to find the best bagel in the city. They'll be visiting four different ...",https://www.youtube.com/watch?v=KNe7hIOSCtc,New York,Finding The Best Bagel in New York Food Tours Insider Food,Food Wars hosts Harry Kersh and Joe Avella travel across NYC to find the best bagel in the city Theyll be visiting four different
k1Cpm6cQj-w,What to Eat in NYC in 24 HOURS?! New York City Food Tour,"New York City is one of my favorite food cities in the entire world and if I had only 24 hours, these are all of my favorite places I'd ...",https://www.youtube.com/watch?v=k1Cpm6cQj-w,New York,What to Eat in NYC in 24 HOURS New York City Food Tour,New York City is one of my favorite food cities in the entire world and if I had only 24 hours these are all of my favorite places Id
_bJYTHW25eI,20 Must-Visit Restaurants  IN New York City | The Ultimate Travel Guide,"""20 Must-Visit Restaurants IN New York City | The Ultimate Travel Guide "" Description: ""Discover the 20 best restaurants in New ...",https://www.youtube.com/watch?v=_bJYTHW25eI,New York,20 MustVisit Restaurants IN New York City The Ultimate Travel Guide,20 MustVisit Restaurants IN New York City The Ultimate Travel Guide Description Discover the 20 best restaurants in New
i3IvXgAMDoI,How Casa Enrique Became the First Michelin-Starred Mexican Restaurant in NYC — Mise En Place,Chef Cosme Aguilar worked in French fine dining for 15 years before opening Casa Enrique in 2012. The restaurant earned a ...,https://www.youtube.com/watch?v=i3IvXgAMDoI,New York,How Casa Enrique Became the First MichelinStarred Mexican Restaurant in NYC Mise En Place,Chef Cosme Aguilar worked in French fine dining for 15 years before opening Casa Enrique in 2012 The restaurant earned a
GLn5jteEBag,Paris&#39; Best Restaurants 2024: Where Chefs Eat,Where are the best restaurants in Paris? We've asked the city's most exciting chefs and hospitality business owners to help build ...,https://www.youtube.com/watch?v=GLn5jteEBag,Paris,Paris39 Best Restaurants 2024 Where Chefs Eat,Where are the best restaurants in Paris Weve asked the citys most exciting chefs and hospitality business owners to help build
_Ve9OAkve5M,"The Top 10 BEST Restaurants in Paris, France (2024)","Discover the Top 10 Best Restaurants in Paris, France, 2024! Whether you're looking for fine dining or casual eats, this guide ...",https://www.youtube.com/watch?v=_Ve9OAkve5M,Paris,The Top 10 BEST Restaurants in Paris France 2024,Discover the Top 10 Best Restaurants in Paris France 2024 Whether youre looking for fine dining or casual eats this guide
ALlx3nBJ3_8,10 Fine Dining Restaurants in Paris to Celebrate (€€ to €€€€),Discover the 10 best restaurants in Paris to celebrate a special occasion. GET YOUR Paris Travel Guide ...,https://www.youtube.com/watch?v=ALlx3nBJ3_8,Paris,10 Fine Dining Restaurants in Paris to Celebrate to,Discover the 10 best restaurants in Paris to celebrate a special occasion GET YOUR Paris Travel Guide
AEKqdz-v7uU,Top 5 Iconic Paris Restaurants You Must-Try,"We tried Le Train Bleu, Le Grand Colbert, La Coupole, Bofinger & Brasserie Lipp GET YOUR Paris Travel Guide ...",https://www.youtube.com/watch?v=AEKqdz-v7uU,Paris,Top 5 Iconic Paris Restaurants You MustTry,We tried Le Train Bleu Le Grand Colbert La Coupole Bofinger Brasserie Lipp GET YOUR Paris Travel Guide
dvAXu1Z-9EU,5 Top Restaurants &amp; Bistros in Paris (Recommended by Locals),Five more restaurants you must try in Paris (recommended by locals) GET YOUR Paris Travel Guide ...,https://www.youtube.com/watch?v=dvAXu1Z-9EU,Paris,5 Top Restaurants amp Bistros in Paris Recommended by Locals,Five more restaurants you must try in Paris recommended by locals GET YOUR Paris Travel Guide
NDx48BH2F60,8 Best Restaurants in Paris,8 Best Restaurants in Paris ——————————————————————————————— ▶︎ Restaurent Lists 1️⃣ ...,https://www.youtube.com/watch?v=NDx48BH2F60,Paris,8 Best Restaurants in Paris,8 Best Restaurants in Paris Restaurent Lists 1
N85CoMQvLDk,PARIS Food Guide | 17 Great Places to Eat!,Paris needs no introduction. The City of Love should be on everyone's bucket list not just for seeing famous sights such as the ...,https://www.youtube.com/watch?v=N85CoMQvLDk,Paris,PARIS Food Guide 17 Great Places to Eat,Paris needs no introduction The City of Love should be on everyones bucket list not just for seeing famous sights such as the
Be2HlpLExcw,5 Best Restaurants &amp; Bistros in Paris (Where Locals Eat),"In this video, we'll take you to 5 hidden gems where locals go. READ THIS: Since June 2022 the Paris Travel Guide download ...",https://www.youtube.com/watch?v=Be2HlpLExcw,Paris,5 Best Restaurants amp Bistros in Paris Where Locals Eat,In this video well take you to 5 hidden gems where locals go READ THIS Since June 2022 the Paris Travel Guide download
9IhiALnX1Gg,The Eiffel Tower: The Parisian Portrait of Passion! #shorts #paris #tapmigo #france,"The Eiffel Tower: The Parisian Portrait of Passion! Standing tall in the heart of Paris, the Eiffel Tower is not just an iconic ...",https://www.youtube.com/watch?v=9IhiALnX1Gg,Paris,The Eiffel Tower The Parisian Portrait of Passion shorts paris tapmigo france,The Eiffel Tower The Parisian Portrait of Passion Standing tall in the heart of Paris the Eiffel Tower is not just an iconic
7ruI3wlNVps,We Ranked Paris’s Most Famous Restaurants (From WORST to BEST),"Ranking Famous Parisian Eateries from Worst to Best including Pink Mamma, Angelina, Carette, La Jacobine, Breizh Cafe, ...",https://www.youtube.com/watch?v=7ruI3wlNVps,Paris,We Ranked Pariss Most Famous Restaurants From WORST to BEST,Ranking Famous Parisian Eateries from Worst to Best including Pink Mamma Angelina Carette La Jacobine Breizh Cafe
vW1gVfBdgGw,Top 5 Bistros in Paris You Need To Try! (Where Locals Eat),We tried 5 of the top bistros & restaurants in Paris where local eats. GET YOUR Paris Restaurant Guide ...,https://www.youtube.com/watch?v=vW1gVfBdgGw,Paris,Top 5 Bistros in Paris You Need To Try Where Locals Eat,We tried 5 of the top bistros restaurants in Paris where local eats GET YOUR Paris Restaurant Guide
KVxYk3Yle18,I was eating dinner in Paris and THIS happened…,,https://www.youtube.com/watch?v=KVxYk3Yle18,Paris,I was eating dinner in Paris and THIS happened,
wPDp3QJbnI0,HONEST REVIEW of the WORLD&#39;S #3 BEST Restaurant (Paris),The internet is buzzing about Table by Bruno Verjus. Recently it was named number 3 on the Worlds 50 Best Restaurants list.,https://www.youtube.com/watch?v=wPDp3QJbnI0,Paris,HONEST REVIEW of the WORLD39S 3 BEST Restaurant Paris,The internet is buzzing about Table by Bruno Verjus Recently it was named number 3 on the Worlds 50 Best Restaurants list
xDtBJDRJXD4,Top 7 Michelin Star Restaurants in Paris | Best Restaurants In Paris,"Welcome to Details in Luxury, in this video we are going to show you guys which are some of the best Michelin star restaurants in ...",https://www.youtube.com/watch?v=xDtBJDRJXD4,Paris,Top 7 Michelin Star Restaurants in Paris Best Restaurants In Paris,Welcome to Details in Luxury in this video we are going to show you guys which are some of the best Michelin star restaurants in
